Year,County,Soil_pH,Soil_Clay_Pct,Soil_Organic_Carbon,M5_ALLSKY_SFC_SW_DWN,M6_ALLSKY_SFC_SW_DWN,M7_ALLSKY_SFC_SW_DWN,M8_ALLSKY_SFC_SW_DWN,M9_ALLSKY_SFC_SW_DWN,M10_ALLSKY_SFC_SW_DWN,M5_PRECTOTCORR,M6_PRECTOTCORR,M7_PRECTOTCORR,M8_PRECTOTCORR,M9_PRECTOTCORR,M10_PRECTOTCORR,M5_QV2M,M6_QV2M,M7_QV2M,M8_QV2M,M9_QV2M,M10_QV2M,M5_RH2M,M6_RH2M,M7_RH2M,M8_RH2M,M9_RH2M,M10_RH2M,M5_T2M,M6_T2M,M7_T2M,M8_T2M,M9_T2M,M10_T2M,M5_T2MDEW,M6_T2MDEW,M7_T2MDEW,M8_T2MDEW,M9_T2MDEW,M10_T2MDEW,M5_T2M_MAX,M6_T2M_MAX,M7_T2M_MAX,M8_T2M_MAX,M9_T2M_MAX,M10_T2M_MAX,M5_T2M_MIN,M6_T2M_MIN,M7_T2M_MIN,M8_T2M_MIN,M9_T2M_MIN,M10_T2M_MIN,M5_WS2M,M6_WS2M,M7_WS2M,M8_WS2M,M9_WS2M,M10_WS2M
2023,ROBERTSON,,,,20.1,24.05,25.82,25.48,19.42,14.43,3.97,2.03,0.24,0.37,1.75,4.08,14.56,16.98,14.09,12.61,13.8,10.82,81.39,71.2,49.1,40.44,56.21,66.34,23.35,28.73,33.05,34.41,29.89,21.47,19.73,22.22,19.05,17.11,18.63,13.85,30.38,39.92,43.62,45.1,44.06,35.38,12.24,19.37,22.82,22.44,19.48,4.96,1.7,2.13,2.53,2.73,1.98,2.67
2024,ROBERTSON,,,,17.68,24.59,22.79,23.66,19.02,18.03,11.01,2.38,6.76,0.54,1.09,0.14,17.3,18.42,17.45,16.62,13.4,9.21,87.25,80.53,75.96,66.62,59.64,49.29,24.87,27.57,27.97,29.74,27.92,25.09,22.48,23.63,22.76,21.94,18.0,11.75,32.83,35.4,36.69,40.97,39.11,38.78,16.69,19.39,21.14,22.67,15.39,8.62,2.39,1.85,1.89,1.76,2.4,2.36
2000,GLASSCOCK,,,,26.12,22.16,25.44,24.06,21.05,12.01,0.8,4.12,0.34,0.09,0.16,2.86,8.24,13.27,10.41,9.99,7.67,9.31,39.17,61.15,37.65,36.62,33.67,64.87,26.88,26.08,30.46,30.28,27.14,18.72,8.7,17.04,13.28,12.6,7.81,10.48,44.03,37.94,41.87,39.72,41.86,40.04,10.7,15.82,20.78,21.43,7.22,3.55,4.44,3.79,3.52,3.45,3.29,3.89
2001,GLASSCOCK,,,,26.44,28.48,27.93,23.0,20.97,18.05,1.64,0.31,0.44,2.53,1.38,0.61,9.08,10.51,10.84,12.49,10.62,6.71,48.33,41.72,37.54,51.82,54.44,48.23,24.3,29.28,31.42,28.32,24.1,18.6,10.62,13.25,13.91,16.06,13.16,5.97,39.3,41.73,42.11,39.45,38.45,33.64,9.17,18.38,19.2,18.94,8.49,3.97,3.9,4.26,3.74,2.91,3.03,3.82
2002,GLASSCOCK,,,,25.15,26.09,24.96,24.97,20.98,12.92,0.89,1.07,1.76,0.64,1.15,3.8,8.84,11.86,13.64,12.19,9.81,8.83,45.7,48.85,59.21,46.39,48.14,68.78,24.33,28.21,27.4,29.73,25.18,16.97,9.85,15.24,17.52,15.68,11.99,10.16,38.35,38.75,39.85,41.89,37.27,33.86,10.44,16.58,19.4,20.3,12.28,4.54,4.46,3.88,3.38,3.71,3.11,3.07
2003,GLASSCOCK,,,,24.67,25.84,26.49,22.71,19.87,15.97,1.61,3.15,0.54,1.67,1.3,1.35,8.2,12.95,12.32,12.11,11.13,8.64,42.63,59.82,50.02,48.46,59.71,58.2,25.17,26.13,28.82,29.07,23.49,19.47,8.4,16.51,15.9,15.61,14.15,9.61,40.47,38.04,39.71,42.62,34.23,33.56,12.35,14.68,19.75,17.83,13.24,4.96,3.53,3.45,3.45,3.18,3.21,2.93
2004,GLASSCOCK,,,,26.3,26.03,25.35,22.66,19.43,14.25,0.2,3.48,1.92,2.71,3.41,3.45,9.39,12.45,12.77,13.45,11.59,10.63,49.47,55.23,55.31,61.34,62.08,74.71,24.39,27.28,27.66,26.21,23.45,18.34,10.69,15.81,16.42,17.27,14.65,13.18,38.95,40.13,39.08,37.94,37.44,29.01,7.57,17.24,16.2,17.3,11.66,5.9,4.36,3.85,3.58,2.97,2.99,2.95
2005,GLASSCOCK,,,,21.91,27.28,24.75,23.52,21.6,15.74,2.57,1.21,2.92,4.15,0.12,3.89,10.3,12.33,13.12,14.07,11.39,8.98,60.02,52.91,53.84,63.74,51.99,66.84,22.44,27.57,28.33,26.22,26.37,17.53,12.79,15.69,16.96,18.02,14.57,10.56,39.48,39.03,41.06,35.62,39.1,34.89,6.83,17.85,18.01,18.48,13.96,2.85,3.53,4.0,3.06,2.7,3.12,2.85
2006,GLASSCOCK,,,,27.17,27.96,27.17,22.07,19.53,16.78,0.74,1.05,0.67,3.1,2.32,2.34,8.7,9.87,11.49,13.55,10.37,8.3,42.62,41.02,43.61,54.99,58.41,59.1,25.66,28.69,29.81,28.24,22.4,18.01,9.63,12.24,14.78,17.44,12.72,8.89,40.26,41.73,40.86,39.23,35.2,32.33,10.62,16.42,19.39,16.95,11.24,3.48,4.04,3.46,3.5,2.95,3.13,3.37
2007,GLASSCOCK,,,,20.69,25.35,22.77,23.84,19.63,19.11,4.95,3.01,1.58,4.15,1.91,0.34,11.54,13.75,14.15,15.03,13.59,8.14,73.19,67.48,66.62,67.0,68.01,52.48,20.57,24.89,25.67,26.57,24.44,19.61,14.84,17.58,18.17,19.11,17.49,8.29,32.13,36.41,36.13,36.0,34.32,33.03,10.38,16.2,17.83,19.81,14.6,3.95,3.04,3.1,2.6,3.57,3.03,3.57
2008,GLASSCOCK,,,,25.65,27.23,24.85,21.93,19.84,17.07,1.09,2.09,0.78,3.08,2.93,1.57,7.94,11.3,12.38,13.22,10.63,7.83,41.18,44.72,50.37,59.11,60.34,57.18,24.55,29.21,28.48,26.78,22.4,17.92,7.73,14.41,15.99,16.98,13.36,8.14,40.1,41.61,39.71,38.39,34.56,32.5,6.01,19.47,18.72,17.52,11.66,2.21,4.2,4.5,3.7,2.72,2.47,3.35
2009,GLASSCOCK,,,,24.61,25.34,25.12,24.76,18.55,15.36,1.67,2.29,3.71,0.75,1.54,1.43,9.68,12.03,12.7,11.94,10.82,7.86,52.77,49.36,51.47,47.25,59.83,58.95,23.71,28.43,28.64,28.71,22.94,17.08,11.76,15.33,16.33,15.39,13.65,7.77,40.43,41.07,40.47,38.43,35.5,34.13,10.13,15.03,18.18,17.74,9.47,0.78,3.39,3.64,3.04,3.24,3.12,3.59
2010,GLASSCOCK,,,,24.05,26.6,23.0,25.19,19.63,18.01,1.23,2.45,3.53,1.02,3.27,0.54,9.72,13.49,15.3,12.86,12.74,6.62,52.97,55.27,68.65,49.13,62.99,47.24,23.24,28.33,26.39,29.22,24.62,18.84,11.07,17.29,19.4,16.52,16.08,6.19,37.66,41.92,38.34,39.41,36.85,31.88,7.36,19.52,19.95,17.38,9.65,4.26,3.84,4.05,3.34,3.16,3.06,2.86
2011,GLASSCOCK,,,,27.75,29.55,27.47,25.51,21.45,17.79,0.39,0.35,0.08,1.4,0.59,1.15,6.05,9.3,10.76,11.48,7.4,6.84,32.1,33.69,35.72,40.21,35.33,50.27,24.57,31.1,31.92,31.39,25.75,18.58,3.35,11.18,13.76,14.59,7.5,6.25,42.72,43.96,41.13,41.51,38.81,35.59,5.05,19.78,22.84,20.95,13.34,1.91,4.29,4.83,3.66,3.22,2.85,3.41
2012,GLASSCOCK,,,,25.16,28.42,24.99,23.77,19.75,16.74,2.8,0.48,1.16,1.24,4.64,0.26,9.69,11.05,12.11,11.23,9.54,7.93,53.08,43.99,47.46,44.28,50.47,59.29,24.21,29.21,29.13,29.17,24.45,17.19,11.7,14.07,15.67,14.33,11.54,8.16,39.83,42.31,39.79,41.7,40.09,33.05,10.57,18.05,20.46,18.05,11.84,0.99,3.8,3.85,3.3,3.04,3.34,3.2
2013,GLASSCOCK,,,,26.18,27.29,24.41,24.98,19.78,16.6,1.74,2.01,2.29,0.86,1.65,2.08,8.29,12.31,11.92,11.96,10.97,8.13,45.83,52.88,51.08,46.94,53.27,58.07,23.2,27.67,27.55,29.07,25.29,18.53,8.02,15.78,15.15,15.51,13.74,8.58,39.66,41.88,39.24,40.2,38.13,34.55,1.95,16.8,16.81,20.12,11.36,2.4,4.18,3.99,3.41,3.07,3.09,3.4
2014,GLASSCOCK,,,,26.85,26.22,25.85,23.57,16.95,18.37,2.25,1.92,0.72,1.12,3.84,0.38,7.75,13.13,12.12,11.54,12.68,8.2,42.27,57.79,49.33,46.01,67.21,53.85,23.51,27.03,28.56,28.86,23.61,20.16,6.64,16.78,15.66,14.83,16.3,9.23,39.11,40.12,39.2,39.86,40.04,34.59,6.41,13.35,18.28,18.62,9.65,7.54,3.9,4.56,3.55,3.3,3.06,3.06
2015,GLASSCOCK,,,,23.13,26.85,27.49,23.94,21.05,15.06,5.71,3.16,1.88,0.92,0.61,3.46,10.97,13.76,13.56,12.36,11.44,8.6,65.2,63.82,55.93,47.84,51.0,57.45,21.84,26.01,28.2,29.28,26.63,19.65,13.51,17.69,17.47,15.96,14.7,9.86,34.22,36.69,38.79,40.09,37.32,33.88,10.8,16.19,16.35,17.82,16.73,4.08,3.97,3.43,3.55,3.13,3.22,3.15
2016,GLASSCOCK,,,,23.7,26.92,28.06,22.13,19.68,17.42,3.46,3.34,0.76,2.72,3.7,0.35,10.25,13.61,12.93,13.39,13.26,9.91,59.73,63.05,47.2,58.67,67.26,61.84,22.31,25.95,30.32,27.19,24.02,21.08,12.15,17.43,16.71,17.17,16.86,12.34,36.93,38.62,41.57,39.06,36.02,34.85,6.5,15.51,21.28,16.62,11.74,8.16,3.89,3.41,4.01,3.28,3.2,3.48
2017,GLASSCOCK,,,,26.01,27.78,25.38,22.93,18.25,17.95,1.11,2.14,2.06,3.06,2.78,0.27,7.9,12.75,13.09,13.75,10.79,7.89,46.14,54.93,52.25,60.63,55.6,54.27,22.67,27.81,28.73,26.71,24.52,18.04,8.23,16.4,16.92,17.57,13.58,7.29,39.62,43.12,39.24,38.31,38.84,32.79,8.54,17.21,20.62,15.46,14.16,0.57,3.95,3.57,3.08,2.89,3.27,3.56
2018,GLASSCOCK,,,,26.76,27.36,25.76,23.73,17.98,13.06,1.25,1.51,1.09,2.21,3.51,6.36,10.02,12.55,11.31,12.64,13.1,10.07,46.26,46.68,42.34,51.7,71.3,76.97,26.88,30.12,30.22,28.39,23.03,16.74,12.13,16.13,14.53,16.31,16.73,12.15,42.0,42.62,42.55,38.5,36.06,33.32,12.39,20.65,20.57,19.17,9.34,1.13,4.38,4.25,3.29,3.35,2.95,3.24
2019,GLASSCOCK,,,,22.53,27.0,27.22,25.17,20.12,17.14,3.39,1.49,1.01,1.2,1.34,0.28,11.15,12.75,12.37,12.73,12.71,6.74,64.87,58.69,48.67,44.47,53.09,47.38,21.9,26.58,28.9,31.26,27.71,17.76,13.69,16.21,15.83,16.38,16.4,4.87,34.42,41.0,41.01,44.23,37.38,35.32,7.43,15.18,17.46,21.57,19.55,-5.51,3.89,3.53,3.44,3.5,3.42,3.56
2020,GLASSCOCK,,,,26.84,27.66,26.68,24.94,19.68,18.22,1.02,0.98,1.07,0.61,3.11,0.14,9.32,11.01,12.11,10.66,10.67,6.59,47.77,45.99,43.27,38.36,61.35,49.64,24.97,28.22,30.92,30.76,22.34,18.06,11.06,13.42,15.46,13.59,13.02,5.61,41.13,41.21,44.29,41.37,37.86,37.84,9.43,13.79,22.13,19.34,7.9,-1.88,4.02,4.25,3.69,3.45,2.92,3.68
2021,GLASSCOCK,,,,24.07,26.44,25.25,23.22,22.21,17.93,3.23,4.3,2.34,2.26,0.41,0.97,10.91,13.65,14.35,14.1,10.74,7.99,63.81,60.81,62.8,60.74,48.91,50.15,22.07,27.0,26.96,27.17,26.08,20.76,13.66,17.45,18.35,18.05,13.27,8.29,36.8,40.44,38.37,38.2,39.16,35.98,9.4,14.91,18.32,15.97,11.87,6.63,4.08,3.37,2.69,3.15,2.95,3.33
2022,GLASSCOCK,,,,26.95,27.93,26.82,21.94,21.81,16.81,0.4,1.27,0.29,2.34,0.76,2.08,8.04,10.57,10.73,12.92,11.21,7.54,37.65,40.72,34.98,51.36,52.25,53.56,27.21,30.07,32.5,29.05,26.0,18.96,7.58,13.3,13.69,16.58,14.05,7.96,41.87,42.48,43.0,40.59,35.58,32.58,9.74,19.1,22.64,20.01,15.24,6.26,4.32,3.9,3.51,2.93,2.72,2.9
2023,GLASSCOCK,,,,24.02,26.79,27.48,24.72,21.0,16.47,3.07,1.54,0.4,0.28,2.12,2.41,10.72,10.46,11.26,10.12,11.51,8.51,59.05,43.6,38.85,32.8,49.36,55.82,23.58,29.38,31.84,32.52,28.16,19.51,13.18,12.79,14.31,12.8,14.7,8.69,38.3,45.03,43.91,44.08,41.9,34.85,11.35,17.04,20.87,20.24,17.83,-1.14,3.2,3.19,3.53,3.21,3.06,3.17
2024,GLASSCOCK,,,,24.52,26.87,26.03,24.83,19.93,18.21,2.02,0.66,1.21,0.85,4.9,0.0,9.62,13.03,12.54,11.16,12.25,8.13,47.49,48.67,48.03,38.38,63.77,47.32,25.84,30.23,29.82,31.85,23.86,22.45,10.69,16.49,16.15,14.31,15.51,9.26,40.73,41.54,41.35,44.12,36.39,35.65,13.0,19.29,19.81,21.6,12.61,9.42,3.59,4.14,3.42,3.29,2.59,3.26
2000,WILSON,,,,20.98,21.55,26.37,24.26,21.14,11.14,2.86,4.05,0.27,0.35,1.31,4.27,15.08,16.08,13.75,14.72,12.33,12.97,71.18,71.87,53.04,57.26,54.28,78.63,26.87,27.84,31.35,30.81,28.19,21.79,20.23,21.33,18.61,19.83,16.17,17.31,39.29,37.87,42.67,41.74,45.04,36.78,14.14,19.3,22.4,23.37,10.4,3.9,3.51,3.33,3.19,2.74,2.72,2.96
2001,WILSON,,,,23.13,25.71,26.17,22.18,20.54,16.99,2.16,0.98,0.4,4.97,2.66,0.91,13.72,14.54,14.95,15.5,15.38,10.77,68.27,58.44,57.21,60.6,77.69,69.43,26.17,30.15,31.16,30.64,24.84,20.98,18.6,19.63,20.04,20.64,20.2,14.23,38.56,41.48,42.06,41.75,33.74,35.6,14.0,21.89,22.27,22.67,11.69,6.47,3.11,3.13,3.21,3.16,2.24,2.83
2002,WILSON,,,,21.57,23.9,21.34,22.97,18.2,12.68,1.24,3.63,8.02,1.23,6.99,6.49,12.91,14.62,18.72,17.99,15.14,13.7,60.25,58.34,85.99,77.72,75.75,84.13,27.2,30.2,26.68,28.03,25.26,21.43,17.32,19.67,23.96,23.25,20.16,18.4,41.34,39.98,33.46,38.12,36.45,33.06,11.77,20.96,21.35,21.61,14.51,8.14,3.9,3.09,2.58,2.31,2.67,2.46
2003,WILSON,,,,20.18,23.38,22.24,22.65,17.01,15.16,0.28,4.0,5.12,1.01,5.96,2.47,13.83,16.67,17.68,16.14,15.27,12.49,58.69,70.02,77.53,65.82,78.8,76.47,29.24,28.78,27.8,29.46,24.76,21.5,18.68,21.86,23.0,21.43,20.37,16.68,40.98,38.76,36.06,40.82,33.91,32.44,20.09,18.61,22.18,20.86,14.74,7.55,3.33,2.32,2.38,2.32,2.24,2.25
2004,WILSON,,,,20.0,20.7,24.59,22.31,17.95,14.26,2.04,7.65,1.36,2.27,1.9,4.11,14.57,17.38,16.84,15.71,14.48,14.79,77.82,78.31,72.84,65.64,67.35,75.64,24.25,27.41,28.27,29.03,27.01,24.94,19.54,22.65,22.11,20.76,19.48,19.71,40.43,39.76,37.51,38.93,36.62,35.35,9.01,21.81,19.99,18.84,18.27,10.89,3.24,2.84,2.35,2.5,2.12,2.75
2005,WILSON,,,,20.55,24.63,23.66,22.71,20.13,15.87,2.67,0.19,2.19,0.78,1.3,1.79,12.86,14.66,16.19,16.14,15.29,10.89,65.47,59.08,63.05,62.63,61.49,63.82,25.72,30.15,30.65,30.43,30.03,22.5,17.48,19.7,21.36,21.37,20.42,14.27,39.28,40.57,42.94,40.73,43.02,37.35,10.07,21.15,22.99,21.63,22.27,6.02,2.94,3.06,2.55,2.55,2.47,2.6
2006,WILSON,,,,24.03,25.94,23.37,23.16,18.22,15.28,1.65,0.82,1.77,0.27,3.56,1.15,12.94,13.74,16.29,15.89,14.29,12.53,60.45,57.2,66.8,60.62,66.79,70.93,27.36,29.6,29.36,30.72,26.71,22.8,17.22,18.66,21.59,21.12,19.07,16.41,40.55,40.45,39.57,39.92,38.68,34.84,14.49,20.01,22.75,24.04,15.67,8.06,3.52,2.87,2.71,2.83,2.45,2.5
2007,WILSON,,,,18.57,21.66,18.48,21.5,18.43,17.56,4.53,6.05,8.53,3.83,1.78,0.71,14.32,17.32,18.45,18.93,16.75,11.61,77.56,80.49,87.43,84.12,81.38,65.64,24.12,26.61,26.09,27.26,25.86,22.91,19.4,22.61,23.7,24.13,22.07,14.93,33.04,34.55,31.95,34.76,33.27,34.73,16.22,19.58,21.33,22.61,18.53,7.69,2.84,2.55,2.07,2.11,2.02,2.47
2008,WILSON,,,,23.01,25.18,22.85,20.56,20.5,17.23,0.98,0.29,3.58,3.8,0.37,0.68,13.2,14.54,15.88,17.06,12.74,9.78,61.63,56.17,68.93,72.65,61.72,59.16,27.02,30.82,28.44,28.54,26.36,22.56,17.54,19.68,21.15,22.31,17.18,12.35,39.76,40.87,38.61,39.35,38.53,34.78,15.02,22.64,20.87,22.17,16.16,6.0,3.47,4.04,3.08,2.19,2.34,2.57
2009,WILSON,,,,22.11,25.89,24.94,24.12,15.52,13.78,2.17,0.31,0.97,0.55,3.88,4.57,13.69,14.49,14.95,14.64,15.02,12.86,66.28,58.17,54.52,54.32,73.51,77.2,26.48,30.22,32.08,31.51,25.93,21.37,18.53,19.55,20.03,19.73,20.22,16.76,39.49,41.85,42.42,40.92,37.81,34.45,12.72,17.0,23.92,23.8,14.96,5.57,3.03,3.38,3.3,3.1,2.28,2.97
2010,WILSON,,,,20.75,23.5,22.23,24.32,18.02,18.69,2.62,2.83,3.15,0.22,6.2,0.06,14.33,17.07,17.7,15.47,16.61,9.82,70.66,71.48,73.66,56.1,78.01,61.11,25.95,28.83,28.91,31.71,26.24,21.96,19.15,22.31,22.94,20.57,21.62,12.55,36.6,38.06,38.43,42.31,36.08,34.26,11.71,19.04,22.65,21.85,11.91,8.64,3.16,3.05,2.86,2.71,2.46,2.46
2011,WILSON,,,,22.08,26.8,26.06,25.2,22.06,18.15,0.84,1.15,0.49,0.11,1.01,2.27,12.69,14.37,14.89,14.67,11.66,10.34,59.1,56.47,55.15,51.09,50.2,63.48,26.88,30.74,31.53,32.94,29.19,22.17,16.56,19.3,19.99,19.64,15.11,13.48,40.43,41.95,40.4,44.92,41.08,35.74,9.47,20.34,23.13,23.97,17.46,5.9,4.04,3.53,3.2,3.08,2.52,2.59
2012,WILSON,,,,23.2,24.35,24.01,24.61,20.03,15.61,4.32,0.38,2.93,1.32,4.59,0.9,14.08,14.49,16.21,15.14,13.87,11.74,70.16,57.4,67.75,58.01,66.12,69.95,26.03,30.37,29.11,30.93,27.03,21.9,19.2,19.57,21.48,20.28,18.6,15.46,37.73,42.72,39.2,41.34,40.57,34.52,15.32,21.01,22.64,22.92,17.79,6.03,2.89,2.96,2.63,2.79,2.53,2.74
2013,WILSON,,,,19.99,23.84,23.9,23.67,18.54,15.34,3.09,2.26,1.51,0.63,3.18,2.42,13.32,15.88,14.91,14.95,15.3,12.5,68.49,68.8,61.14,58.48,69.09,72.22,24.75,28.52,29.74,30.76,27.51,22.68,17.48,21.11,19.96,20.04,20.34,16.56,38.05,42.24,40.33,41.69,38.48,35.09,7.19,19.27,19.5,23.03,15.76,7.66,3.55,2.69,2.89,2.75,2.48,2.52
2014,WILSON,,,,21.94,22.59,24.77,24.13,17.51,17.45,5.32,2.38,1.27,0.58,2.9,1.4,12.3,16.28,15.59,15.32,15.59,12.15,66.38,69.15,64.13,58.41,70.31,66.62,24.23,28.62,29.64,30.97,27.49,24.14,16.02,21.54,20.8,20.42,20.76,16.3,36.61,38.83,39.81,40.53,38.65,35.26,10.4,21.31,21.58,23.21,17.39,11.62,3.45,3.57,2.63,2.97,2.54,2.48
2015,WILSON,,,,16.61,22.8,25.69,24.04,20.26,15.96,7.02,3.4,0.34,1.08,1.46,5.46,16.67,17.81,16.75,15.22,14.79,11.43,85.76,83.09,68.44,58.6,64.27,62.21,24.62,26.45,29.65,31.06,28.52,24.62,21.88,23.1,21.99,20.23,19.78,15.05,32.65,32.99,40.61,42.81,39.74,37.83,11.48,19.73,21.36,21.17,17.66,12.8,3.18,2.26,3.3,2.61,2.26,2.73
2016,WILSON,,,,18.34,24.75,25.83,20.82,19.91,17.5,5.95,2.15,1.0,6.15,2.46,0.18,14.73,16.72,16.38,17.59,16.75,12.83,75.52,74.48,62.83,74.18,76.72,69.29,24.97,27.61,30.81,28.77,26.88,24.3,19.61,22.0,21.61,22.84,21.94,17.31,36.49,37.15,40.75,40.08,35.87,35.17,12.76,17.65,24.14,22.5,14.79,10.39,2.91,2.2,3.45,2.45,2.05,2.09
2017,WILSON,,,,19.75,23.97,25.91,21.95,19.29,16.65,2.43,2.39,1.14,8.48,2.53,0.77,12.92,15.65,15.79,16.37,15.29,11.4,64.51,66.05,62.53,66.61,76.19,67.53,25.72,28.97,30.25,29.58,25.42,21.62,17.24,20.82,21.01,21.57,20.38,14.35,36.64,41.94,41.62,39.89,34.96,33.9,11.98,20.89,22.65,19.15,14.45,3.72,3.3,2.67,2.67,3.3,2.36,2.28
2018,WILSON,,,,24.19,24.25,25.39,23.69,15.24,12.4,1.41,3.64,1.94,1.15,7.78,5.78,13.6,16.54,16.16,15.63,17.45,13.7,62.53,67.81,67.77,61.78,82.87,85.9,27.87,29.56,29.3,30.4,26.21,20.78,18.45,21.72,21.38,20.78,22.71,18.21,40.08,41.37,40.54,40.1,37.46,31.13,15.02,22.91,22.03,21.67,17.36,8.77,3.08,3.4,2.38,2.99,2.23,2.69
2019,WILSON,,,,18.21,22.89,25.88,24.02,20.43,15.47,3.36,3.52,1.02,0.58,1.51,2.46,15.46,16.79,15.76,15.93,15.73,10.97,76.32,69.83,62.75,56.68,62.64,60.05,25.68,28.97,30.04,32.25,30.11,23.13,20.59,22.03,20.77,21.06,20.91,13.57,36.59,39.37,40.54,42.49,39.64,38.13,13.49,20.84,18.37,25.37,22.19,2.59,3.4,2.69,2.91,2.97,2.83,2.88
2020,WILSON,,,,23.13,23.76,24.7,24.46,16.98,16.45,5.52,2.79,1.77,1.26,5.1,0.27,14.22,16.0,16.85,15.87,15.12,11.62,71.73,71.41,66.93,61.56,74.77,67.82,25.53,27.6,30.02,30.7,25.32,22.47,19.09,21.06,22.08,20.99,19.92,15.33,37.64,36.96,41.42,40.77,34.76,36.24,14.33,17.85,22.14,22.32,11.1,6.67,2.92,2.61,2.98,2.52,2.83,2.45
2021,WILSON,,,,19.04,22.39,22.15,22.64,21.32,16.88,8.04,4.25,5.91,1.79,2.63,3.63,15.31,18.05,18.21,17.97,14.0,13.37,81.45,82.26,82.0,75.41,61.01,73.8,24.19,26.82,27.15,28.67,28.42,23.13,20.43,23.27,23.48,23.21,18.35,17.5,34.48,33.92,34.13,37.66,39.24,34.13,14.67,19.83,21.73,23.18,14.87,10.15,3.03,2.27,2.23,2.29,2.32,2.29
2022,WILSON,,,,23.03,26.59,26.39,20.77,20.92,17.33,0.79,0.83,0.42,3.28,1.14,1.12,14.53,14.55,15.41,17.25,14.77,9.83,62.23,55.16,55.79,68.16,66.65,58.18,29.1,31.5,32.19,30.06,27.71,23.17,19.5,19.54,20.53,22.42,19.43,12.72,40.9,42.52,43.38,40.31,37.4,36.64,18.15,21.42,24.29,24.21,16.24,8.25,3.71,3.14,3.4,2.67,1.79,2.4
2023,WILSON,,,,19.21,24.97,25.87,25.17,20.85,13.82,5.2,1.12,0.68,0.54,0.89,2.7,15.59,16.81,15.58,14.81,15.31,12.36,81.61,66.65,55.75,51.74,57.62,67.77,24.56,30.37,32.62,33.04,31.46,23.26,20.87,21.93,20.59,19.63,20.33,15.92,34.82,43.25,42.83,43.61,42.81,36.54,13.5,19.73,23.32,23.94,22.89,5.89,1.97,2.61,3.09,2.96,2.31,2.63
2024,WILSON,,,,17.47,24.27,22.08,24.41,19.93,17.49,2.01,3.47,4.13,1.2,2.95,0.09,16.53,17.36,17.49,16.68,14.8,11.04,68.4,66.33,70.8,63.77,63.44,54.92,29.19,30.63,29.56,30.95,28.4,26.67,21.62,22.53,22.74,21.88,19.45,14.82,42.03,40.5,39.47,43.16,38.36,38.27,18.05,22.38,23.14,22.86,17.34,13.7,3.02,2.86,2.32,2.1,2.38,2.38
2000,LIVE OAK,,,,21.63,22.6,26.62,23.96,21.63,12.64,2.29,3.07,0.24,0.3,1.09,3.46,15.3,16.05,14.26,15.27,12.8,13.24,69.78,69.33,55.12,59.47,55.22,77.25,27.6,28.56,31.26,30.73,28.59,22.58,20.55,21.38,19.29,20.51,16.9,17.74,39.93,38.61,42.4,41.71,44.98,36.67,15.02,21.28,22.68,23.7,11.13,3.32,3.88,3.73,3.55,2.99,2.88,3.18
2001,LIVE OAK,,,,23.88,25.68,25.64,22.28,21.03,17.26,1.8,0.7,0.59,4.53,2.27,0.45,13.76,14.8,15.51,15.98,15.52,11.16,66.37,58.23,59.88,62.32,76.14,67.81,26.88,30.6,30.93,30.63,25.52,22.16,18.7,19.97,20.73,21.24,20.43,14.87,39.87,41.37,41.98,41.59,34.49,36.8,15.66,22.56,23.07,23.45,12.59,7.12,3.49,3.39,3.45,3.44,2.42,3.01
2002,LIVE OAK,,,,22.82,23.73,22.49,23.48,18.38,13.22,1.2,3.09,8.3,1.23,7.19,5.63,13.36,14.94,18.83,18.32,15.76,14.34,61.36,58.61,85.11,78.74,77.73,84.48,27.54,30.54,27.06,28.13,25.51,22.19,18.0,20.12,24.13,23.63,20.91,19.22,41.92,41.0,33.25,37.54,35.72,32.52,12.58,21.81,22.03,22.41,15.04,8.34,4.15,3.33,2.85,2.5,2.74,2.54
2003,LIVE OAK,,,,20.66,24.67,21.72,23.16,16.8,15.37,0.22,3.88,5.66,0.93,5.69,3.27,14.43,16.91,17.92,16.69,15.73,13.2,60.36,69.4,78.17,68.73,78.25,78.67,29.57,29.29,27.92,29.28,25.5,21.96,19.46,22.17,23.3,22.07,20.94,17.68,41.61,39.21,36.13,40.13,33.76,31.86,20.89,19.45,22.54,22.08,15.62,7.82,3.58,2.62,2.58,2.43,2.35,2.37
2004,LIVE OAK,,,,20.78,22.07,25.05,23.1,18.38,15.79,2.28,7.47,0.82,2.82,2.47,2.33,14.66,17.38,17.16,16.1,15.33,14.91,75.65,75.54,73.26,66.19,70.77,73.15,24.97,28.18,28.54,29.35,27.13,25.85,19.7,22.7,22.51,21.27,20.55,19.93,40.98,40.06,37.6,39.15,36.09,36.27,9.72,22.42,20.34,19.13,18.24,11.55,3.57,3.18,2.58,2.71,2.18,3.06
2005,LIVE OAK,,,,21.11,24.96,24.12,23.37,20.18,15.72,2.18,0.2,2.89,0.48,0.98,2.15,13.19,15.08,16.56,16.54,15.55,11.56,64.93,59.92,64.22,63.66,61.64,65.18,26.42,30.39,30.72,30.56,30.35,23.26,17.98,20.25,21.82,21.85,20.76,15.38,39.88,40.7,43.06,41.2,43.47,37.6,10.83,22.2,23.42,22.45,22.54,8.18,3.28,3.42,2.82,2.75,2.73,2.7
