Year,County,Soil_pH,Soil_Clay_Pct,Soil_Organic_Carbon,M3_ALLSKY_SFC_SW_DWN,M4_ALLSKY_SFC_SW_DWN,M5_ALLSKY_SFC_SW_DWN,M6_ALLSKY_SFC_SW_DWN,M7_ALLSKY_SFC_SW_DWN,M8_ALLSKY_SFC_SW_DWN,M3_PRECTOTCORR,M4_PRECTOTCORR,M5_PRECTOTCORR,M6_PRECTOTCORR,M7_PRECTOTCORR,M8_PRECTOTCORR,M3_QV2M,M4_QV2M,M5_QV2M,M6_QV2M,M7_QV2M,M8_QV2M,M3_RH2M,M4_RH2M,M5_RH2M,M6_RH2M,M7_RH2M,M8_RH2M,M3_T2M,M4_T2M,M5_T2M,M6_T2M,M7_T2M,M8_T2M,M3_T2MDEW,M4_T2MDEW,M5_T2MDEW,M6_T2MDEW,M7_T2MDEW,M8_T2MDEW,M3_T2M_MAX,M4_T2M_MAX,M5_T2M_MAX,M6_T2M_MAX,M7_T2M_MAX,M8_T2M_MAX,M3_T2M_MIN,M4_T2M_MIN,M5_T2M_MIN,M6_T2M_MIN,M7_T2M_MIN,M8_T2M_MIN,M3_WS2M,M4_WS2M,M5_WS2M,M6_WS2M,M7_WS2M,M8_WS2M
2007,SWISHER,,,,17.76,21.23,22.3,26.26,25.92,23.39,4.09,1.1,3.06,2.78,1.41,1.37,5.7,5.56,9.09,11.85,12.76,13.25,59.31,58.54,65.88,64.64,60.28,58.58,11.41,12.01,18.09,22.52,25.18,26.44,2.25,2.84,10.5,14.46,15.97,16.47,27.58,27.53,30.44,34.77,35.41,38.43,-4.92,-4.76,8.35,8.59,16.42,17.88,3.31,3.94,3.37,3.03,2.67,3.43
2008,SWISHER,,,,19.65,25.19,26.53,28.35,25.66,21.91,0.09,0.61,2.49,2.48,1.43,3.14,3.38,3.62,6.69,9.3,11.86,11.98,43.49,36.1,42.9,41.31,52.8,58.78,10.15,14.68,20.48,27.1,26.15,24.78,-3.78,-3.36,4.89,10.27,14.73,14.96,28.37,33.35,38.01,40.71,37.91,37.83,-4.58,0.56,2.54,13.67,16.71,14.65,4.29,4.4,4.08,4.11,3.39,2.74
2009,SWISHER,,,,18.76,23.62,23.18,25.03,26.37,25.6,0.35,2.08,1.06,3.76,2.8,1.82,3.75,4.63,7.46,10.37,11.59,11.15,42.23,42.92,51.24,49.91,51.09,48.85,11.51,14.59,19.64,25.05,26.85,26.55,-2.95,-0.18,7.38,12.11,14.31,13.78,28.81,31.96,36.2,37.25,40.5,38.15,-4.99,-3.15,7.42,11.85,15.42,14.2,4.14,4.32,3.4,3.14,2.9,3.17
2010,SWISHER,,,,19.07,20.98,25.21,27.11,24.23,24.76,1.43,3.41,1.88,1.89,3.77,1.68,3.81,5.61,7.85,11.94,14.5,12.04,52.78,50.42,51.03,50.58,67.37,50.35,8.81,14.79,19.75,27.31,25.21,27.06,-2.13,2.27,6.97,14.77,17.92,14.69,30.42,30.84,34.52,40.21,35.61,38.34,-5.71,1.15,4.94,15.86,17.32,12.58,4.08,4.52,4.02,4.0,3.18,3.01
2011,SWISHER,,,,19.78,26.12,29.31,29.72,26.25,24.77,0.29,0.01,0.2,0.25,0.5,0.34,3.85,3.38,3.76,6.57,9.77,9.41,43.12,27.11,24.43,25.69,32.81,32.34,12.08,17.71,21.42,29.63,31.11,31.03,-2.22,-3.82,-2.68,4.99,11.75,11.09,31.43,35.33,39.49,44.21,41.08,41.82,-2.79,1.85,2.81,16.25,21.09,20.93,3.68,4.63,4.38,4.4,3.32,3.0
2012,SWISHER,,,,19.94,24.57,25.69,26.79,26.14,24.04,0.81,0.71,1.49,2.31,0.84,1.26,4.15,5.47,6.2,10.39,10.4,9.84,42.62,40.4,39.33,46.92,41.06,42.5,13.4,18.62,22.11,26.82,28.65,27.32,-1.74,2.21,3.89,12.3,12.72,11.58,32.16,38.24,38.56,41.36,39.81,42.14,-3.48,3.85,7.87,14.57,18.01,15.89,3.91,3.99,3.68,3.68,3.22,2.76
2013,SWISHER,,,,20.84,23.68,26.17,27.85,24.96,24.73,0.3,0.07,0.53,2.49,3.2,1.55,3.37,3.85,5.99,10.51,11.28,11.49,41.42,38.36,38.42,47.24,52.14,50.07,10.25,14.34,20.8,26.51,25.67,26.86,-3.86,-2.39,3.0,12.54,13.73,14.28,29.15,35.9,37.91,41.36,38.08,39.68,-6.05,-3.75,-0.8,12.7,15.15,17.08,3.8,4.1,3.95,3.89,3.34,2.87
2014,SWISHER,,,,20.59,24.0,26.03,27.13,24.92,23.74,0.21,0.22,3.16,3.88,2.68,1.3,2.93,3.91,6.09,11.75,12.03,10.96,39.23,35.89,39.33,56.74,56.01,47.3,9.7,15.26,20.58,25.05,25.52,26.99,-5.42,-2.31,2.07,14.38,14.96,13.48,27.92,32.55,37.0,39.09,38.49,39.22,-9.52,-2.15,2.84,10.39,14.82,16.28,4.36,4.5,3.7,4.04,3.19,2.89
2015,SWISHER,,,,18.33,22.76,21.68,26.79,26.26,23.48,0.31,1.88,7.57,2.41,4.55,1.55,4.44,5.11,9.01,12.7,13.83,12.45,54.36,44.18,65.25,62.5,61.14,55.6,10.67,15.93,17.86,24.44,26.08,26.0,0.0,1.61,10.07,15.87,17.19,15.47,29.88,30.66,29.93,36.03,37.64,38.61,-7.67,2.91,4.23,14.15,13.38,12.04,2.96,4.01,3.66,3.27,2.97,2.86
2016,SWISHER,,,,20.73,22.76,25.05,26.99,27.1,22.36,0.14,1.47,1.95,1.73,1.12,3.51,4.01,5.43,7.4,11.45,11.2,12.21,43.87,47.95,52.04,53.14,41.6,57.95,12.1,15.5,19.16,26.02,29.98,25.26,-1.57,2.42,6.71,14.03,13.73,15.07,28.1,30.82,33.73,40.03,42.29,38.32,-3.9,0.17,3.74,14.43,20.52,15.32,4.19,3.74,3.88,3.4,3.43,2.88
2017,SWISHER,,,,19.67,21.97,27.39,26.53,27.14,22.62,1.34,1.63,0.81,2.33,2.83,5.42,4.89,5.95,6.25,10.57,12.1,13.41,48.86,52.44,42.29,50.4,50.27,68.64,13.37,15.28,19.86,25.86,27.55,23.38,0.95,3.59,4.48,12.67,15.09,16.62,32.41,32.66,36.79,42.65,37.1,34.17,-1.54,0.85,3.26,14.14,17.16,13.55,4.17,4.27,3.97,3.42,2.88,2.27
2018,SWISHER,,,,20.06,24.51,26.49,27.52,24.91,23.56,0.24,0.42,0.9,1.67,1.44,1.91,3.8,4.1,7.6,10.8,11.24,11.62,42.15,39.58,39.57,43.88,46.53,49.77,11.87,14.26,24.55,28.19,27.79,26.96,-2.39,-1.52,7.01,12.93,13.86,14.4,31.74,33.96,38.36,41.85,41.22,38.0,-3.31,-4.28,8.58,15.29,16.08,15.94,3.98,4.57,3.97,3.96,2.89,2.97
2019,SWISHER,,,,17.7,21.78,22.55,27.66,27.09,24.59,1.13,1.27,2.86,1.89,1.27,0.94,4.34,5.45,8.4,10.37,11.17,11.85,55.22,47.24,57.3,52.46,45.93,45.33,8.83,15.95,19.13,24.54,27.98,29.38,-0.94,2.61,8.49,12.25,13.65,14.65,27.83,32.52,32.96,39.22,40.21,41.33,-9.99,0.62,3.97,12.41,16.95,18.16,3.84,3.95,3.79,3.54,3.28,3.24
2020,SWISHER,,,,17.34,23.63,26.46,28.94,26.35,24.59,1.75,0.1,0.79,0.81,1.84,0.83,5.06,4.87,6.97,9.31,11.42,10.29,54.69,43.99,41.35,41.18,43.86,41.55,12.04,15.21,22.19,26.82,29.49,28.49,1.56,1.11,5.95,10.34,13.89,12.45,30.64,33.43,38.6,39.23,44.11,41.65,-1.41,-2.28,5.88,11.79,17.7,17.34,3.75,3.93,3.81,4.47,3.13,3.31
2021,SWISHER,,,,19.47,22.97,22.72,26.84,25.72,23.64,0.77,0.16,3.67,3.23,2.72,1.5,3.7,4.2,9.23,11.51,13.18,12.19,43.35,41.29,61.23,55.2,59.09,53.45,10.96,14.43,19.59,25.76,26.05,26.52,-2.99,-1.33,10.26,14.01,16.45,15.13,27.77,33.16,35.52,40.53,37.03,39.81,-3.51,-1.36,6.41,12.08,16.36,15.47,4.29,4.16,4.31,3.36,2.61,3.1
2022,SWISHER,,,,20.81,25.68,27.26,26.33,26.17,21.57,0.36,0.04,2.05,0.71,0.85,3.11,2.77,3.54,5.99,9.65,10.1,11.58,35.89,27.74,35.33,42.64,35.08,51.05,10.23,17.29,23.04,27.59,30.91,26.93,-6.32,-4.51,2.85,11.3,12.2,14.3,32.11,34.96,38.86,42.82,43.78,40.78,-7.18,1.38,4.75,12.81,20.77,16.26,3.98,4.39,4.18,4.05,3.02,2.62
2023,SWISHER,,,,19.66,23.66,24.44,25.68,27.4,25.13,0.14,0.7,6.11,2.94,2.0,0.76,3.48,3.98,9.19,10.68,11.56,9.87,41.03,36.2,58.55,55.66,45.64,37.72,10.82,15.47,20.5,24.58,28.8,29.38,-3.65,-2.33,9.79,12.61,14.17,11.85,26.77,31.86,35.48,41.95,42.25,41.43,-4.55,0.73,8.11,11.72,18.8,17.17,4.04,3.94,3.28,3.07,3.14,2.97
2024,SWISHER,,,,18.31,23.63,25.26,26.28,26.01,24.86,0.35,1.85,3.16,3.12,1.4,1.27,4.02,4.52,7.68,12.87,11.24,10.34,46.14,38.87,46.66,54.5,45.99,39.31,11.88,16.24,21.98,27.31,27.91,29.69,-1.33,-0.07,6.65,15.93,13.94,12.58,28.59,33.04,37.35,40.16,40.53,42.22,-2.93,2.26,10.32,15.78,17.11,17.33,3.88,4.39,3.92,3.86,3.14,3.0
2025,SWISHER,,,,20.0,20.99,25.37,25.54,24.8,22.66,0.41,3.1,2.99,3.29,2.54,1.54,3.78,6.25,7.28,12.87,13.39,11.97,39.29,49.26,50.32,59.77,57.92,50.83,12.78,16.69,19.7,25.5,26.82,27.5,-2.59,3.79,6.76,15.94,16.66,14.88,30.53,34.23,36.83,40.05,38.84,40.44,-1.16,-1.8,5.45,10.72,18.45,17.17,4.4,4.2,3.44,3.57,2.86,3.05
2000,LAMPASAS,,,,18.28,21.02,24.13,21.08,26.57,25.15,1.26,2.25,2.68,3.72,0.42,0.13,8.1,8.78,13.14,14.68,11.67,11.97,65.76,61.46,66.77,68.76,42.71,44.55,16.89,19.91,25.2,26.61,31.51,31.19,9.19,10.54,17.38,19.37,15.74,16.1,31.13,35.23,39.18,37.89,42.92,41.67,1.97,2.91,11.72,13.49,21.63,22.59,3.49,3.42,3.75,3.48,3.14,3.01
2001,LAMPASAS,,,,14.67,18.28,23.0,26.05,27.21,21.81,3.09,1.01,2.82,1.43,0.63,3.04,6.59,11.28,12.89,13.66,13.51,14.13,76.66,74.85,70.89,62.02,50.22,57.13,11.33,19.92,23.6,27.48,31.09,29.57,6.85,14.77,17.19,18.24,18.14,18.76,24.87,30.24,35.92,38.4,41.74,40.5,0.96,7.19,10.05,17.8,19.9,21.27,2.69,3.64,3.2,3.23,3.1,2.78
2002,LAMPASAS,,,,17.55,18.41,22.83,23.77,22.11,23.97,1.43,0.73,1.76,3.75,6.23,0.74,7.17,11.19,11.35,13.72,16.91,15.31,66.47,67.81,58.61,61.49,79.25,63.88,13.52,22.01,24.78,27.48,26.15,28.69,6.39,14.76,14.7,18.27,21.86,20.12,30.41,38.47,38.81,37.41,34.89,39.93,-5.96,6.23,9.96,16.87,20.81,19.63,3.87,3.65,3.9,2.78,2.74,2.65
2003,LAMPASAS,,,,17.55,22.67,20.77,24.01,25.12,21.66,0.96,0.29,1.43,4.85,1.13,1.88,7.28,8.91,12.47,15.25,14.97,14.42,70.49,60.2,60.84,71.86,63.03,58.32,14.07,20.41,26.1,26.2,28.77,29.5,7.88,10.7,16.58,20.01,19.8,19.15,27.43,33.7,39.36,36.54,39.2,43.67,-1.1,1.83,14.79,16.19,21.39,19.28,3.0,3.65,3.13,2.36,2.79,2.42
2004,LAMPASAS,,,,15.15,17.87,21.48,21.06,25.25,21.32,1.63,4.78,0.97,8.24,1.05,2.86,8.83,10.2,12.62,16.12,15.06,14.18,70.29,74.32,68.99,78.51,66.38,63.47,17.22,18.56,23.78,25.6,27.66,27.31,10.83,13.29,16.71,21.03,19.81,18.66,29.65,30.72,39.4,40.01,38.95,39.86,3.93,4.14,7.54,19.32,19.0,16.85,3.35,3.47,3.72,2.9,2.67,2.4
2005,LAMPASAS,,,,18.26,23.31,20.16,26.22,23.26,21.43,2.04,0.57,3.96,0.62,2.06,3.09,6.85,8.32,12.16,13.49,14.66,15.65,70.94,62.5,70.96,59.18,60.25,67.56,13.38,18.42,22.55,27.98,29.18,27.94,7.37,9.91,16.18,17.96,19.37,20.51,26.29,33.64,36.95,39.46,41.37,37.76,0.54,3.81,6.93,18.38,20.55,20.82,3.13,3.55,2.76,2.75,2.17,2.33
2006,LAMPASAS,,,,17.03,22.34,25.73,26.71,25.37,24.2,2.31,2.5,2.87,2.16,0.71,0.75,8.04,10.1,12.32,12.78,14.42,14.09,64.1,63.19,66.68,57.88,59.34,53.82,16.87,21.85,23.9,27.54,29.16,30.37,8.57,13.0,16.24,17.02,19.16,18.77,31.8,39.03,35.57,39.92,41.0,40.33,-1.95,9.11,10.56,16.98,18.88,18.4,3.54,3.38,3.29,2.65,3.08,3.07
2007,LAMPASAS,,,,14.76,19.06,18.24,21.74,20.36,22.84,6.07,2.14,6.42,8.53,4.48,1.86,9.25,9.24,13.48,16.45,17.0,17.6,73.64,73.79,80.33,82.55,84.14,79.36,16.46,16.59,21.96,24.76,25.02,26.74,10.81,11.31,18.01,21.33,21.94,22.5,28.35,28.55,30.14,32.05,31.92,34.56,-2.73,-0.99,11.69,17.48,19.92,21.21,3.44,3.19,2.71,2.77,2.11,2.48
2008,LAMPASAS,,,,17.24,22.51,24.54,26.76,25.68,21.04,2.59,2.55,2.77,0.96,0.91,2.71,7.5,9.05,11.97,13.36,13.53,15.1,66.61,63.11,63.48,53.71,55.85,65.16,15.03,19.18,24.13,29.65,29.2,28.11,7.67,10.65,15.51,17.91,18.09,19.88,31.52,33.34,37.31,39.13,40.12,40.39,-3.43,4.51,8.71,20.04,19.72,20.16,4.06,3.63,3.34,4.04,3.24,2.32
2009,LAMPASAS,,,,17.37,20.17,21.96,25.75,23.21,24.36,3.36,3.99,1.93,2.06,1.84,1.03,7.21,8.29,12.69,13.68,13.72,13.55,63.91,60.23,70.49,58.64,52.78,52.66,15.42,18.47,23.29,28.42,30.5,30.06,7.26,8.96,16.87,18.23,18.26,18.15,30.57,33.92,35.34,40.66,40.84,39.68,-1.81,0.95,9.68,15.27,21.32,18.72,3.83,4.02,2.64,3.19,2.71,2.75
2010,LAMPASAS,,,,18.93,20.06,21.82,24.21,23.21,24.39,2.05,1.81,1.24,1.96,3.49,0.64,6.47,9.79,12.69,15.31,16.37,13.93,71.59,72.2,67.38,65.0,70.86,50.62,12.12,18.42,24.0,28.37,27.89,31.14,6.35,12.55,16.65,20.1,21.22,18.47,26.51,29.39,35.39,38.7,38.82,41.28,-2.34,4.51,10.66,18.07,21.53,20.0,3.45,3.59,3.16,3.29,2.92,2.66
2011,LAMPASAS,,,,18.51,24.32,22.91,28.68,26.61,24.58,0.07,0.61,2.2,0.82,0.11,0.24,7.13,8.95,11.28,12.38,12.51,12.19,58.08,49.89,60.74,48.59,43.52,40.61,17.21,23.24,23.9,30.44,32.19,33.1,7.25,9.87,14.34,16.47,16.82,16.34,33.86,37.85,39.93,41.59,41.47,43.25,-0.53,6.38,5.04,19.93,23.15,23.73,3.62,4.28,3.93,3.86,3.15,2.93
2012,LAMPASAS,,,,16.02,22.2,22.9,25.69,25.28,23.29,3.48,0.22,3.5,1.69,2.28,1.15,9.57,9.95,12.86,13.72,14.56,13.32,74.59,62.29,68.85,59.8,61.06,53.48,17.07,21.85,24.25,28.17,28.88,29.79,11.82,12.85,17.31,18.29,19.29,17.8,32.57,37.43,36.35,42.06,40.86,42.01,2.28,8.71,13.03,17.23,21.21,19.47,3.54,3.52,3.05,2.77,2.76,2.84
2013,LAMPASAS,,,,20.12,20.38,21.51,25.8,23.88,23.81,1.21,1.69,3.2,1.03,3.44,1.2,6.25,8.81,11.89,13.23,13.62,13.8,59.75,65.24,67.22,56.92,58.55,55.67,14.16,18.17,22.44,28.57,28.42,29.6,4.98,10.32,14.97,17.65,17.91,18.4,30.11,33.5,34.92,42.43,41.0,41.11,-1.49,3.19,4.91,15.78,18.61,18.23,3.59,3.67,3.67,2.98,2.78,2.46
2014,LAMPASAS,,,,18.15,21.2,23.12,23.11,24.52,23.71,0.48,0.8,5.48,2.25,1.8,0.98,6.13,7.94,10.93,15.39,13.91,13.52,63.44,57.35,62.45,70.38,60.04,54.26,13.02,19.17,22.91,26.74,28.47,29.66,4.99,8.55,13.56,20.22,18.52,18.07,30.43,34.02,36.05,36.34,39.03,40.06,-7.46,1.13,8.18,15.22,18.58,18.73,3.42,3.57,3.67,3.59,2.59,2.79
2015,LAMPASAS,,,,15.43,18.18,17.57,25.46,27.02,23.18,2.64,2.47,8.81,3.65,0.08,0.62,8.14,11.06,14.7,16.36,14.99,13.14,78.23,73.49,83.26,78.82,62.67,50.99,13.67,20.09,22.64,25.61,28.99,30.31,9.42,14.43,19.34,21.27,19.77,17.58,28.51,31.56,29.79,32.86,39.81,41.82,-3.74,7.46,10.88,17.16,19.67,20.66,2.69,3.04,3.39,2.64,3.45,2.53
2016,LAMPASAS,,,,18.48,19.81,19.59,25.1,27.3,21.37,3.6,5.89,5.69,2.71,0.82,7.05,8.5,10.25,13.64,15.91,15.26,16.08,71.98,71.91,81.36,75.6,61.05,71.95,15.95,19.13,21.58,25.91,29.58,27.56,10.14,13.11,17.92,20.76,20.07,20.92,29.48,30.71,31.01,34.47,39.29,39.97,0.56,4.38,8.16,15.31,21.69,20.27,3.41,2.89,2.84,2.37,3.37,2.57
2017,LAMPASAS,,,,18.66,20.76,21.65,24.63,25.98,20.51,2.05,3.47,2.7,2.67,0.92,5.04,9.18,10.52,11.55,15.13,14.34,15.06,71.68,71.18,66.38,69.2,56.18,64.75,17.42,19.69,22.75,26.92,30.0,28.18,11.42,13.51,15.05,19.94,19.03,19.82,28.44,31.86,34.37,40.74,40.72,39.33,2.77,7.53,9.55,18.09,21.96,18.19,3.47,3.51,3.27,2.83,2.57,3.09
2018,LAMPASAS,,,,18.7,22.55,24.82,26.76,25.43,23.15,2.05,0.72,2.62,1.23,0.95,1.76,8.06,7.78,12.95,14.88,12.85,14.03,66.47,60.87,64.34,60.42,50.38,56.57,16.52,17.69,25.78,29.33,30.71,29.44,9.1,8.7,17.35,19.63,17.08,18.57,31.26,31.7,38.73,40.6,44.06,39.13,1.72,1.88,13.39,20.71,21.92,21.55,3.27,3.48,3.05,3.61,2.71,2.77
2019,LAMPASAS,,,,17.12,21.12,19.29,24.14,26.6,23.4,0.78,4.72,4.95,4.53,0.6,0.67,7.16,10.05,14.15,16.28,15.34,14.84,70.53,72.91,80.3,76.51,65.6,54.73,13.07,18.5,22.58,25.98,28.09,31.06,7.17,12.87,18.65,21.08,20.01,19.57,27.36,31.1,32.12,34.73,38.47,40.93,-5.19,2.48,9.79,18.08,16.62,23.37,3.26,3.46,3.24,2.63,2.76,2.61
2020,LAMPASAS,,,,13.47,20.09,24.99,25.92,25.06,24.55,3.5,3.39,3.4,2.39,1.18,0.56,10.08,9.65,12.47,13.93,15.35,13.31,75.99,71.22,69.86,64.75,60.43,50.16,17.88,18.31,23.11,26.77,29.81,30.83,12.98,12.15,16.47,18.17,20.12,17.73,30.63,33.98,35.44,37.93,42.28,42.59,5.29,2.46,10.33,15.43,20.96,20.67,3.01,3.11,3.19,2.94,2.83,2.76
2021,LAMPASAS,,,,18.4,17.38,18.55,24.12,23.02,22.13,1.0,1.76,5.91,2.33,3.33,1.79,7.09,8.85,13.55,16.12,16.17,15.78,63.33,63.58,79.16,74.82,72.84,66.54,15.56,18.73,22.29,26.46,27.14,28.49,7.33,10.39,18.0,20.97,21.06,20.64,30.16,35.53,33.03,35.95,37.94,37.63,2.35,4.15,10.87,17.15,20.54,20.7,3.75,3.4,3.08,2.58,2.3,2.61
2022,LAMPASAS,,,,19.95,21.39,24.4,27.24,27.15,21.79,0.89,1.2,2.1,1.0,0.23,2.69,5.67,9.51,12.69,12.61,13.15,15.02,53.41,58.88,60.23,49.56,45.39,59.41,14.63,21.46,26.72,30.5,32.65,29.92,3.47,11.41,16.86,16.8,17.61,19.68,33.05,35.23,39.64,42.46,43.88,40.5,-4.74,6.23,12.55,18.7,22.38,21.96,3.65,4.07,3.79,3.03,3.1,2.62
2023,LAMPASAS,,,,16.81,20.03,21.08,24.83,25.85,25.52,1.05,3.24,3.68,0.92,0.1,0.22,8.26,9.1,13.64,15.06,12.62,11.74,64.75,66.27,77.14,60.23,43.76,39.08,16.92,18.79,22.94,29.92,32.66,33.32,9.03,11.06,18.23,19.66,16.78,15.57,32.34,35.1,34.48,44.48,43.44,43.78,2.06,7.76,11.86,18.58,23.13,22.39,3.45,3.25,2.06,2.63,2.91,2.99
2024,LAMPASAS,,,,17.51,19.46,18.97,25.36,24.71,24.66,1.57,3.85,7.69,2.13,3.63,0.64,8.86,11.02,16.05,16.72,15.37,14.01,72.69,69.42,79.97,71.46,64.65,53.32,16.6,20.76,24.85,27.94,28.76,30.89,10.87,13.96,20.75,21.55,20.15,18.56,29.4,33.06,35.68,38.52,40.07,43.96,2.3,7.29,15.33,18.66,20.96,22.05,3.13,3.45,2.77,2.61,2.46,2.3
2025,LAMPASAS,,,,19.89,20.24,22.08,25.94,21.99,21.91,1.2,2.26,4.83,3.61,5.8,2.01,7.2,10.38,13.0,16.22,15.68,14.6,55.39,63.0,68.53,70.98,71.16,59.34,18.14,21.73,24.39,27.67,27.06,29.32,6.93,12.91,17.08,21.1,20.45,19.35,33.64,35.79,39.79,36.94,38.63,38.93,3.39,2.35,11.83,19.98,19.04,20.93,3.57,3.61,2.82,2.97,2.6,1.87
2000,CAMP,,,,15.48,18.03,20.78,19.86,25.19,24.53,4.02,3.92,5.36,7.89,0.4,0.17,8.43,9.02,13.94,16.02,14.5,11.51,78.3,75.67,79.55,81.6,60.01,38.77,14.8,16.54,22.89,24.88,29.25,33.16,10.62,11.74,18.8,21.24,19.58,15.95,27.33,28.16,32.78,32.56,40.24,43.79,-1.02,2.95,8.95,12.36,17.59,21.36,2.39,2.45,2.51,2.01,1.58,1.88
2001,CAMP,,,,14.46,18.41,22.66,23.9,23.55,19.9,5.28,1.39,5.2,4.11,0.64,3.83,6.57,11.51,13.85,15.14,16.16,14.85,83.35,81.05,81.35,76.03,63.03,61.64,10.25,19.23,22.39,25.36,30.16,29.35,7.3,15.58,18.78,20.3,21.51,20.02,22.17,28.35,29.86,33.22,40.09,41.02,1.55,4.05,9.6,14.78,19.29,20.4,2.02,2.57,2.08,1.96,1.62,1.78
2002,CAMP,,,,14.04,17.95,21.64,23.45,22.67,21.31,5.79,2.8,3.47,2.46,2.61,1.39,7.69,11.96,13.01,14.37,16.43,14.46,82.35,83.25,79.67,68.16,69.47,58.77,11.42,19.23,21.61,26.67,28.71,29.57,8.26,16.13,17.66,19.46,21.82,19.55,25.54,30.76,30.55,36.0,38.15,39.46,-7.73,4.08,7.43,16.29,21.55,19.74,2.95,2.52,2.26,1.69,1.63,1.92
2003,CAMP,,,,15.32,21.05,19.47,20.71,23.52,20.92,1.34,1.46,2.35,4.81,1.74,1.7,7.5,9.72,13.48,15.08,15.1,14.6,82.4,75.18,72.1,72.76,61.42,57.29,12.04,17.79,24.31,26.14,29.69,30.31,8.85,12.86,18.24,20.19,20.35,19.82,24.05,28.81,37.7,36.46,39.82,41.83,-3.27,0.4,13.55,16.68,20.21,20.83,2.18,2.66,2.21,1.85,1.82,1.7
2004,CAMP,,,,16.15,18.88,20.75,18.63,23.64,22.03,1.99,3.88,2.4,7.08,1.2,1.84,8.49,9.88,13.46,16.74,15.92,13.63,78.15,77.01,76.85,83.85,70.65,60.99,14.97,17.8,23.05,25.25,27.76,27.81,10.76,13.25,18.3,22.1,21.18,18.35,25.89,29.38,33.56,33.19,37.67,39.9,3.07,4.93,6.86,18.87,18.79,15.91,2.49,2.42,2.68,1.6,1.8,1.87
2005,CAMP,,,,16.25,20.48,22.23,23.67,21.92,21.96,1.86,1.45,1.1,0.62,2.57,1.89,6.99,9.14,10.93,12.56,14.93,14.87,78.74,74.59,64.36,50.38,59.66,56.37,11.9,17.12,23.04,30.15,29.85,30.87,7.94,12.02,14.85,17.25,20.1,20.06,25.14,28.83,38.17,40.68,39.07,40.72,-0.94,3.4,6.01,18.56,20.01,22.06,2.52,2.66,1.95,1.88,1.54,1.53
2006,CAMP,,,,14.84,20.32,22.61,24.77,22.91,22.97,5.15,2.3,1.66,1.37,1.85,1.42,8.05,11.27,12.26,12.46,14.22,14.93,76.26,77.98,70.24,56.29,55.22,56.0,14.15,19.74,23.17,27.9,30.48,31.08,9.53,15.42,16.7,17.02,19.25,20.1,27.53,32.08,34.9,38.18,42.63,41.98,-2.79,7.72,10.2,17.21,18.13,18.23,2.79,2.5,2.3,1.79,2.03,1.79
2007,CAMP,,,,16.0,19.22,18.94,19.62,18.99,22.72,3.04,1.9,5.66,7.19,8.09,1.3,9.55,8.92,13.73,16.98,17.44,18.13,80.83,75.87,83.57,84.84,86.13,78.16,15.78,15.73,21.85,25.19,25.39,27.92,12.22,11.08,18.73,22.29,22.75,23.41,26.37,27.99,28.63,31.72,31.42,36.34,-4.61,-0.7,11.95,17.34,17.72,21.78,2.27,2.27,1.89,1.65,1.42,1.43
2008,CAMP,,,,15.87,19.92,20.84,23.63,25.77,19.04,6.68,4.14,4.76,4.17,0.82,5.84,8.21,9.82,13.3,15.75,14.52,16.21,82.18,79.93,80.37,72.68,58.98,72.58,12.97,16.61,21.57,26.85,29.51,27.69,9.69,12.83,17.78,21.06,19.73,21.5,25.26,27.6,31.5,35.55,40.01,42.6,-8.63,1.27,7.3,18.58,19.24,19.81,2.92,2.59,2.27,2.16,1.83,1.65
2009,CAMP,,,,14.51,20.12,20.09,25.02,22.44,22.11,4.65,4.12,7.04,1.45,6.82,3.0,7.62,9.22,13.45,15.3,15.17,16.35,76.82,75.93,83.12,69.33,63.48,77.26,13.15,16.35,21.52,27.38,29.07,26.24,8.72,11.62,18.27,20.49,20.36,21.62,26.85,27.97,30.07,39.69,40.69,33.93,-4.46,-1.55,8.15,13.74,19.21,17.74,2.85,2.88,2.0,1.81,1.64,1.69
2010,CAMP,,,,17.59,21.07,23.16,22.77,21.83,22.81,2.73,1.56,2.0,4.0,3.35,0.96,6.55,10.01,13.1,16.37,16.9,15.0,82.46,78.9,72.66,68.36,70.19,52.58,10.27,17.55,23.62,28.87,28.96,32.05,7.16,13.52,17.85,21.68,22.23,20.02,24.03,28.46,35.17,38.78,40.29,41.6,-2.43,4.79,10.67,21.35,22.43,18.2,2.53,2.45,1.98,1.71,1.82,1.8
2011,CAMP,,,,16.75,21.12,23.06,26.0,24.12,22.3,0.47,3.54,2.94,1.22,0.47,0.56,7.53,9.87,11.65,13.62,13.7,12.59,72.1,62.38,68.88,51.38,44.3,38.4,14.47,21.02,22.3,31.16,33.74,34.8,8.88,12.41,15.57,18.63,18.78,17.36,30.7,32.89,36.51,41.5,42.93,45.6,-1.49,5.3,6.58,21.17,24.95,24.03,2.61,3.13,2.82,2.47,1.99,1.86
2012,CAMP,,,,15.54,20.63,23.51,24.6,22.6,21.52,5.19,2.43,2.5,2.74,2.61,2.34,10.14,11.44,13.19,14.09,15.44,13.95,81.78,81.13,73.5,63.08,62.62,56.91,16.86,19.22,23.66,27.78,29.73,29.54,13.46,15.64,18.09,19.09,20.73,18.9,27.11,28.77,34.43,40.91,41.36,41.26,1.18,6.22,14.01,14.13,21.14,18.38,2.54,2.35,1.94,1.83,1.81,1.97
